identifier,id_type,n_accounts,n_open,accounts,locations,suppliers,account_styles,replaced_on,months_with_kwh,overlap_months,surplus_kwh,surplus_tco2e,classification
6305003048,NMI,3,1,7099172160_6305003048 | 0112536905_6305003048 | 300043292402_6305003048,Ausnet_Elec_Wodonga | Ausnet_Elec_Wodonga | Ausnet_Elec_Wodonga,AGL | EnergyAustralia | Origin,Electricity Small Market | Electricity Small Market | Electricity Small Market,open | 30 Jun 2023 | 04 Jul 2021,none | none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
6305110585,NMI,2,0,7099171311_6305110585 | 4753516574_6305110585,"Fowlers Asphalting, Trafalgar Depot | Fowlers Asphalting, Trafalgar Depot",AGL | EnergyAustralia,Electricity Small Market | Electricity Small Market,09 Aug 2023 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
6305111383,NMI,2,0,7099173010_6305111383 | 0390850208_6305111383,RepurposeIT | RepurposeIT,AGL | EnergyAustralia,Electricity Small Market | Electricity Small Market,09 Nov 2023 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
6305122635,NMI,3,1,7099173135_6305122635 | 2379537620_6305122635 | 300043292477_6305122635,Ausnet_Elec_Lucknow | Ausnet_Elec_Lucknow | AusNet Electricity - Fuel Cards,AGL | EnergyAustralia | Origin,Electricity Small Market | Electricity Small Market | Electricity Small Market,open | 30 Jun 2023 | 11 Jul 2021,"Mar26,Apr26,May26,Jun26,Jul26,Aug26 | none | none",,0,0.0,Legitimate succession - closed predecessor plus live replacement
6305269493,NMI,2,0,7099173176_6305269493 | 6669194739_6305269493,RepurposeIT | RepurposeIT,AGL | EnergyAustralia,Electricity Small Market | Electricity Small Market,08 Nov 2023 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
6305288779,NMI,2,0,4993721298_6305288779 | 300019223910_6305288779,_CLOSED_Mt Evelyn | _CLOSED_Mt Evelyn,EnergyAustralia | Origin,Electricity Small Market | Electricity Small Market,08 Sep 2022 | 30 Jun 2021,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
6305401021,NMI,2,1,7099171790_6305401021 | 7899755283_6305401021,"Fowlers Asphalting, Trafalgar Depot | Fowlers Asphalting, Trafalgar Depot",AGL | EnergyAustralia,Electricity Small Market | Electricity Small Market,open | 30 Jun 2023,"Mar26,Apr26,May26,Jun26,Jul26,Aug26 | none",,0,0.0,Legitimate succession - closed predecessor plus live replacement
6305410847,NMI,2,1,7099172210_6305410847 | 300043292469_6305410847,Ausnet_Elec_Sale | AusNet Electricity - Fuel Cards,AGL | Origin,Electricity Small Market | Electricity Small Market,open | 04 Jul 2021,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
6305554536,NMI,3,0,7095238635_6305554536 | 5956608514_6305554536 | 8450037295_6305554536,RepurposeIT | RepurposeIT | RepurposeIT,AGL | EnergyAustralia | EnergyAustralia,Electricity Small Market | Electricity Small Market | Electricity Small Market,31 May 2023 | 02 Jan 2023 | 31 Oct 2021,none | none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
6305557168,NMI,4,1,7099172178_6305557168 | 0905039554_6305557168 | 905039554_6305557168 | 300030057974_6305557168,YVW Depot - Bayswater North | YVW Depot - Bayswater North | YVW Depot - Bayswater North | YVW Depot - Bayswater North,AGL | EnergyAustralia | EnergyAustralia | Origin,Electricity Small Market | Electricity Small Market | Electricity Small Market | Electricity Small Market,open | 30 Jun 2023 | 30 Mar 2023 | 29 Jun 2021,"Mar26,Apr26,May26,Jun26,Jul26,Aug26 | none | none | none",,0,0.0,Legitimate succession - closed predecessor plus live replacement
6305565275,NMI,3,0,7099171782_6305565275 | 0861933841_6305565275 | 300043292410_6305565275,Ausnet_Elec_Alexandra | Ausnet_Elec_Alexandra | AusNet Electricity - Fuel Cards,AGL | EnergyAustralia | Origin,Electricity Small Market | Electricity Small Market | Electricity Small Market,18 Jan 2024 | 30 Jun 2023 | 29 Jun 2021,none | none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
6305571265,NMI,3,1,7098275832_6305571265 | 3710228431_6305571265 | 300043292451_6305571265,Ausnet_Elec_Traralgon | Ausnet_Elec_Traralgon | AusNet Electricity - Fuel Cards,AGL | EnergyAustralia | Origin,Electricity Small Market | Electricity Small Market | Electricity Small Market,open | 30 Jun 2023 | 08 Apr 2021,none | none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
6305592294,NMI,3,1,7099172921_6305592294 | 2030479156_6305592294 | 300043291990_6305592294,Ausnet_Elec_Mansfield | Ausnet_Elec_Mansfield | Ausnet_Elec_Mansfield,AGL | EnergyAustralia | Origin,Electricity Small Market | Electricity Small Market | Electricity Small Market,open | 30 Jun 2023 | 06 Jul 2021,"Mar26,Apr26,May26,Jun26,Jul26,Aug26 | none | none",,0,0.0,Legitimate succession - closed predecessor plus live replacement
6305680679,NMI,3,0,7095238155_6305680679 | 2725662103_6305680679 | 8634565464_6305680679,RepurposeIT | RepurposeIT | RepurposeIT,AGL | EnergyAustralia | EnergyAustralia,Electricity Small Market | Electricity Small Market | Electricity Small Market,05 Apr 2023 | 01 Nov 2021 | 02 Jan 2023,none | none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
6305681860,NMI,3,0,7099172996_6305681860 | 0656725330_6305681860 | 6630750383_6305681860,RepurposeIT | RepurposeIT | RepurposeIT,AGL | EnergyAustralia | EnergyAustralia,Electricity Small Market | Electricity Small Market | Electricity Small Market,15 Aug 2023 | 14 Aug 2023 | 31 Oct 2021,none | none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
6305686011,NMI,2,0,7099173077_6305686011 | 9494014567_6305686011,RepurposeIT | RepurposeIT,AGL | EnergyAustralia,Electricity Small Market | Electricity Small Market,09 Nov 2023 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
6305740679,NMI,3,1,7099171808_6305740679 | 7977334744_6305740679 | 300043292428_6305740679,Ausnet_Elec_Myrtleford | Ausnet_Elec_Myrtleford | AusNet Electricity - Fuel Cards,AGL | EnergyAustralia | Origin,Electricity Small Market | Electricity Small Market | Electricity Small Market,open | 30 Jun 2023 | 29 Jun 2021,none | none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
6305782299,NMI,3,1,7099172202_6305782299 | 8812612765_6305782299 | 300043292436_6305782299,Ausnet_Elec_Myrtleford | Ausnet_Elec_Myrtleford | AusNet Electricity - Fuel Cards,AGL | EnergyAustralia | Origin,Electricity Small Market | Electricity Small Market | Electricity Small Market,open | 30 Jun 2023 | 29 Jun 2021,none | none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
6305782300,NMI,3,1,7099171303_6305782300 | 0482279777_6305782300 | 300043292444_6305782300,Ausnet_Elec_Myrtleford | Ausnet_Elec_Myrtleford | AusNet Electricity - Fuel Cards,AGL | EnergyAustralia | Origin,Electricity Small Market | Electricity Small Market | Electricity Small Market,open | 29 Jun 2023 | 29 Jun 2021,none | none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
6305812613,NMI,3,1,7099172194_6305812613 | 4173353522_6305812613 | 300019223902_6305812613,Wangaratta | Wangaratta | Wangaratta,AGL | EnergyAustralia | Origin,Electricity Small Market | Electricity Small Market | Electricity Small Market,open | 30 Jun 2023 | 06 Jul 2021,"Mar26,Apr26,May26,Jun26,Jul26,Aug26 | none | none",,0,0.0,Legitimate succession - closed predecessor plus live replacement
6305885252,NMI,2,1,900018218_6305885252 | 50002976775_6305885252,Gippsland Asphalt - Bairnsdale | Gippsland Asphalt - Bairnsdale,EngieAU | Origin,Electricity Small Market | Electricity Small Market,open | 30 Jun 2026,"Jul26,Aug26 | Mar26,Apr26,May26,Jun26",,0,0.0,Legitimate succession - closed predecessor plus live replacement
6305920528,NMI,3,1,DEDI01_6305920528 | 50002646141_6305920528 | 900018215_6305920528,Asphalt Prod - Bayswater (302) | Asphalt Prod - Bayswater (302) | Asphalt Prod - Bayswater (302),ERM | Origin | EngieAU,Electricity Large Market | Electricity Large Market | Electricity Small Market,30 Jun 2020 | 30 Jun 2026 | open,"none | Mar26,Apr26,May26,Jun26 | Jul26,Aug26",,0,0.0,Legitimate succession - closed predecessor plus live replacement
6305923148,NMI,3,1,7099173028_6305923148 | 6702642144_6305923148 | 300043292485_6305923148,Ausnet_Elec_Lucknow | Ausnet_Elec_Lucknow | AusNet Electricity - Fuel Cards,AGL | EnergyAustralia | Origin,Electricity Small Market | Electricity Small Market | Electricity Small Market,open | 29 Jun 2023 | 29 Jun 2021,"Mar26,Apr26,May26,Jun26,Jul26,Aug26 | none | none",,0,0.0,Legitimate succession - closed predecessor plus live replacement
6305983844,NMI,3,1,7099547411_6305983844 | 0441568333_6305983844 | 2288973295_6305983844,"Tarmac Line Marking, Bairnsdale Depot | Tarmac Line Marking, Bairnsdale Depot | Tarmac Line Marking, Bairnsdale Depot",AGL | EnergyAustralia | EnergyAustralia,Electricity Small Market | Electricity Small Market | Electricity Small Market,open | 30 Jun 2023 | 13 Nov 2022,"Mar26,Apr26,May26,Jun26,Jul26,Aug26 | none | none",,0,0.0,Legitimate succession - closed predecessor plus live replacement
6305988798,NMI,3,0,7099173002_6305988798 | 2275219116_6305988798 | 4615584360_6305988798,RepurposeIT | RepurposeIT | RepurposeIT,AGL | EnergyAustralia | EnergyAustralia,Electricity Small Market | Electricity Small Market | Electricity Small Market,06 Nov 2023 | 24 Jan 2023 | 30 Jun 2023,none | none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
6305990615,NMI,3,0,7099172962_6305990615 | 9406999861_6305990615 | 300038563320_6305990615,Epping | Epping | Epping,AGL | EnergyAustralia | Origin,Electricity Small Market | Electricity Small Market | Electricity Small Market,02 Feb 2025 | 30 Jun 2023 | 07 Jul 2021,none | none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
6306009124,NMI,3,1,11695210_6306009124 | 900018219_6306009124 | 50002929573_6306009124,Asphalt Prod - Traralgon (300) | Asphalt Prod - Traralgon (300) | Asphalt Prod - Traralgon (300),AGL | EngieAU | Origin,Electricity Small Market | Electricity Small Market | Electricity Small Market,30 Apr 2024 | open | 30 Jun 2026,"none | Jul26,Aug26 | Mar26,Apr26,May26,Jun26",,0,0.0,Legitimate succession - closed predecessor plus live replacement
6306011214,NMI,3,0,50002646137_6306011214 | DEDI01_6306011214 | 50002854425_6306011214,RepurposeIT | _CLOSED_Reconomy GreenVision | RepurposeIT,Origin | ERM | Origin,Electricity Large Market | Electricity Small Market | Electricity Small Market,30 Jun 2023 | 30 Jun 2020 | 31 Jan 2024,none | none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
6407100027,NMI,3,1,DEDI01_6407100027 | 50002646142_6407100027 | 900018211_6407100027,Dandenong - PAV | Dandenong - PAV | Dandenong - PAV,ERM | Origin | EngieAU,Electricity Large Market | Electricity Large Market | Electricity Small Market,19 Jul 2020 | 30 Jun 2026 | open,"none | Mar26,Apr26,May26,Jun26 | Jul26,Aug26",,0,0.0,Legitimate succession - closed predecessor plus live replacement
6407387461,NMI,4,1,21295365_6407387461 | 7099172889_6407387461 | 6373106072_6407387461 | 300040431722_6407387461,UAM - Bentleigh East | UAM - Bentleigh East | UAM - Bentleigh East | UAM - Bentleigh East,AGL | AGL | EnergyAustralia | Origin,Electricity Small Market | Electricity Small Market | Electricity Small Market | Electricity Small Market,28 Nov 2023 | open | 29 Jun 2023 | 29 Jun 2021,"none | Mar26,Apr26,May26,Jun26,Jul26,Aug26 | none | none",,0,0.0,Legitimate succession - closed predecessor plus live replacement
6407433769,NMI,3,0,5016519644_6407433769 | 7957709629_6407433769 | 300040337549_6407433769,Ausnet_Gas_Springvale | Ausnet_Gas_Springvale | AusNet Electricity - Fuel Cards,EnergyAustralia | EnergyAustralia | Origin,Electricity Small Market | Electricity Small Market | Electricity Small Market,30 Jun 2023 | 23 May 2023 | 07 Jul 2021,none | none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
6407457456,NMI,2,0,300041637939_6407457456 | EW780955_6407457456,_CLOSED_AE Smith - Scoresby | _CLOSED_AE Smith - Scoresby,Origin | QEnergy,Electricity Small Market | Electricity Small Market,16 Jul 2020 | 10 May 2020,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
6407695648,NMI,6,1,41086067_6407695648 | 7099173127_6407695648 | 0825998030_6407695648 | 825998030_6407695648 | 300040507539_6407695648 | 300042684575_6407695648,"Mulgrave - Wellington Rd, Clayton | Mulgrave - Wellington Rd, Clayton | Mulgrave - Wellington Rd, Clayton | Mulgrave - Wellington Rd, Clayton | Mulgrave - Wellington Rd, Clayton | Mulgrave - Wellington Rd, Clayton",AGL | AGL | EnergyAustralia | EnergyAustralia | Origin | Origin,Electricity Small Market | Electricity Small Market | Electricity Small Market | Electricity Small Market | Electricity Small Market | Electricity Small Market,02 Mar 2024 | open | 29 Jun 2023 | 30 Mar 2023 | 04 Jun 2021 | 29 Jun 2021,"none | Mar26,Apr26,May26,Jun26,Jul26,Aug26 | none | none | none | none",,0,0.0,Legitimate succession - closed predecessor plus live replacement
6407695655,NMI,3,1,50002646152_6407695655 | 7012537788_6407695655 | 900018210_6407695655,"Mulgrave - Wellington Rd, Clayton | Mulgrave - Wellington Rd, Clayton | Mulgrave - Wellington Rd, Clayton",Origin | AGL | EngieAU,Electricity Large Market | Electricity Small Market | Electricity Small Market,30 Jun 2026 | 19 Jul 2020 | open,"Mar26,Apr26,May26,Jun26 | none | Jul26,Aug26",,0,0.0,Legitimate succession - closed predecessor plus live replacement
6407711651,NMI,2,0,50002646153_6407711651 | 20764924_6407711651,_CLOSED_AE Smith - Mulgrave | _CLOSED_AE Smith - Mulgrave,Origin | AGL,Electricity Large Market | Electricity Small Market,02 Dec 2021 | 15 Jul 2020,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
6407739965,NMI,3,0,4211710287_6407739965 | 300040485439_6407739965 | 300042684583_6407739965,AE Smith - Dandenong South | AE Smith - Dandenong South | AE Smith - Dandenong South,EnergyAustralia | Origin | Origin,Electricity Small Market | Electricity Small Market | Electricity Small Market,29 Jun 2023 | 23 Aug 2020 | 29 Jun 2021,none | none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
6407817685,NMI,2,0,SPFS02_012_6407817685 | 50002649087_6407817685,_CLOSED_Laundry - Dandenong (VIC) | _CLOSED_Laundry - Dandenong (VIC),ERM | Origin,Electricity Large Market | Electricity Small Market,30 Jun 2020 | 30 Jun 2021,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
6407817686,NMI,2,0,SPFS02_011_6407817686 | 50002649088_6407817686,_CLOSED_Laundry - Dandenong (VIC) | _CLOSED_Laundry - Dandenong (VIC),ERM | Origin,Electricity Large Market | Electricity Small Market,30 Jun 2020 | 30 Jun 2021,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
6408316041,NMI,2,0,7099172863_6408316041 | 300037515123_6408316041,Dandenong Depot | Dandenong Depot,AGL | Origin,Electricity Small Market | Electricity Small Market,16 Oct 2023 | 29 Jun 2021,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
7001116011,NMI,2,0,999905782606_7001116011 | 9672776724_7001116011,_CLOSED_Spotless - Fyshwick | _CLOSED_Spotless - Fyshwick,ActewAGL | EnergyAustralia,Electricity Small Market | Electricity Small Market,14 Jul 2021 | 14 Feb 2022,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
7001116041,NMI,4,1,999957582203_7001116041 | 999961639811_7001116041 | 1386412517_7001116041 | 900001259341_7001116041,Pipetech - Fyshwick Depot | Pipetech - Fyshwick Depot | Pipetech - Fyshwick Depot | Pipetech - Fyshwick Depot,ActewAGL | ActewAGL | EnergyAustralia | Origin,Electricity Small Market | Electricity Small Market | Electricity Small Market | Electricity Small Market,12 Jan 2024 | open | 28 Apr 2023 | 30 Jun 2021,"none | Mar26,Apr26,May26,Jun26,Jul26,Aug26 | none | none",,0,0.0,Legitimate succession - closed predecessor plus live replacement
7001184714,NMI,2,1,385317_7001184714 | 50002618040_7001184714,Asphalt Prod - Hume (101) | Asphalt Prod - Hume (101),EnergyAustralia | Origin,Electricity Large Market | Electricity Large Market,30 Jun 2020 | open,"none | Mar26,Apr26,May26,Jun26,Jul26,Aug26",,0,0.0,Legitimate succession - closed predecessor plus live replacement
7001335657,NMI,4,1,999957581912_7001335657 | 70013356570_7001335657 | 900001729251_7001335657 | A-0E73D75B_7001335657,Downer Professional Services Office | Downer Professional Services Office | Downer Professional Services Office | Downer Professional Services Office,ActewAGL | Origin | Origin | Origin,Electricity Small Market | Electricity Small Market | Electricity Small Market | Electricity Small Market,open | 27 Mar 2023 | 30 Dec 2022 | 26 Apr 2023,"Mar26,Apr26,May26,Jun26,Jul26,Aug26 | none | none | none",,0,0.0,Legitimate succession - closed predecessor plus live replacement
8000000374,NMI,4,0,206071600_8000000374 | DEDI01_8000000374 | 1030038818_8000000374 | 128428195_8000000374,_CLOSED_Asphalt Prod - Mowbray (OLD) | _CLOSED_Asphalt Prod - Mowbray (OLD) | _CLOSED_Asphalt Prod - Mowbray (OLD) | _CLOSED_Asphalt Prod - Mowbray (OLD),Aurora | ERM | Aurora | Aurora,Electricity Large Market | Electricity Large Market | Electricity Small Market | Electricity Small Market,13 Sep 2023 | 30 Jun 2020 | 07 Dec 2023 | 14 Oct 2023,none | none | none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
8000000641,NMI,2,0,500994357_8000000641 | 504807330_8000000641,VEC Civil Engineering (TAS) | VEC Civil Engineering (TAS),Aurora | Aurora,Electricity Small Market | Electricity Small Market,22 Jul 2021 | 18 Jan 2024,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
8000002117,NMI,6,1,206071600_8000002117 | DEDI01_8000002117 | 103237107_8000002117 | 1032371078_8000002117 | 1032845591_8000002117 | DEDI01_8000002117_8000002117,Asphalt Prod - Hobart (329) | Asphalt Prod - Hobart (329) | Asphalt Prod - Hobart (329) | Asphalt Prod - Hobart (329) | Asphalt Prod - Hobart (329) | Asphalt Prod - Hobart (329),Aurora | ERM | Aurora | Aurora | Aurora | ShellEnergyAU,Electricity Large Market | Electricity Large Market | Electricity Small Market | Electricity Small Market | Electricity Small Market | Electricity Small Market,31 Oct 2023 | 30 Jun 2020 | 30 Jun 2026 | 30 Apr 2026 | 28 Feb 2026 | open,"none | none | Jun26 | Mar26,Apr26 | none | Jul26,Aug26",,0,0.0,Legitimate succession - closed predecessor plus live replacement
8000002963,NMI,4,1,206071600_8000002963 | 103237105_8000002963 | 1032845591_8000002963 | DEDI01_8000002963,Austins Ferry | Austins Ferry | Austins Ferry | Austins Ferry,Aurora | Aurora | Aurora | ShellEnergyAU,Electricity Large Market | Electricity Small Market | Electricity Small Market | Electricity Small Market,31 Oct 2023 | 30 Jun 2026 | 28 Feb 2026 | open,"none | Mar26,Apr26,May26,Jun26 | none | Jul26,Aug26",,0,0.0,Legitimate succession - closed predecessor plus live replacement
8000032603,NMI,2,0,65543708_8000032603 | 655437086_8000032603,_CLOSED_Asphalt Prod - Mowbray (OLD) | _CLOSED_Asphalt Prod - Mowbray (OLD),Aurora | Aurora,Electricity Small Market | Electricity Small Market,20 Dec 2021 | 30 Sep 2022,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
8000095122,NMI,2,0,1031645569_8000095122 | 501020806_8000095122,VEC Civil Engineering (TAS) | VEC Civil Engineering (TAS),Aurora | Aurora,Electricity Small Market | Electricity Small Market,12 Dec 2023 | 05 Oct 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
8000254246,NMI,2,0,500994357_8000254246 | 504807330_8000254246,VEC Civil Engineering (TAS) | VEC Civil Engineering (TAS),Aurora | Aurora,Electricity Small Market | Electricity Small Market,22 Jul 2021 | 18 Jan 2024,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
8000326927,NMI,6,1,103237106_8000326927 | 1032371065_8000326927 | 1032845591_8000326927 | 20607160_8000326927 | 206071600_8000326927 | DEDI01_088_8000326927,Asphalt Prod - Mowbray (360) | Asphalt Prod - Mowbray (360) | Asphalt Prod - Mowbray (360) | _CLOSED_Asphalt Prod - Mowbray (OLD) | Asphalt Prod - Mowbray (360) | Asphalt Prod - Mowbray (360),Aurora | Aurora | Aurora | Aurora | Aurora | ShellEnergyAU,Electricity Small Market | Electricity Small Market | Electricity Small Market | Electricity Small Market | Electricity Small Market | Electricity Small Market,31 May 2026 | 30 Jun 2026 | 28 Feb 2026 | 30 Apr 2023 | 31 Oct 2023 | open,"Mar26,Apr26,May26 | Jun26 | none | none | none | Jul26,Aug26",,0,0.0,Legitimate succession - closed predecessor plus live replacement
8001000591,NMI,2,1,80005748_8001000591 | 80013757_8001000591,LSE - Perth Convention & Exhibition Centre (WA) | LSE - Perth Convention & Exhibition Centre (WA),Alinta | Alinta,Electricity Large Market | Electricity Large Market,31 Jan 2020 | open,"none | Mar26,Apr26,May26,Jun26,Jul26,Aug26",,0,0.0,Legitimate succession - closed predecessor plus live replacement
8001000592,NMI,2,1,80007482_8001000592 | 80013758_8001000592,LSE - Perth Convention & Exhibition Centre (WA) | LSE - Perth Convention & Exhibition Centre (WA),Alinta | Alinta,Electricity Large Market | Electricity Large Market,31 Jan 2020 | open,"none | Mar26,Apr26,May26,Jun26,Jul26,Aug26",,0,0.0,Legitimate succession - closed predecessor plus live replacement
80010005926,NMI,2,0,80005748_80010005926 | 600751_80010005926,LSE - Perth Convention & Exhibition Centre (WA) | LSE - Perth Convention & Exhibition Centre (WA),Alinta Energy | Perth Energy,Electricity Simple | Electricity Simple,31 Jul 2016 | 30 Sep 2013,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
8001010840,NMI,2,1,80005436_8001010840 | 80013752_8001010840,Cannington Emulsion Plant | Cannington Emulsion Plant,Alinta | Alinta,Electricity Large Market | Electricity Large Market,11 Jan 2020 | open,"none | Mar26,Apr26,May26,Jun26,Jul26,Aug26",,0,0.0,Legitimate succession - closed predecessor plus live replacement
8001011791,NMI,2,1,80006000_8001011791 | 80013748_8001011791,Kalgoorlie | Kalgoorlie,Alinta | Alinta,Electricity Large Market | Electricity Large Market,30 Sep 2019 | open,"none | Mar26,Apr26,May26,Jun26,Jul26,Aug26",,0,0.0,Legitimate succession - closed predecessor plus live replacement
8001015167,NMI,2,1,80005437_8001015167 | 80013749_8001015167,Maddington - BIT | Maddington - BIT,Alinta | Alinta,Electricity Large Market | Electricity Large Market,11 Jan 2020 | open,"none | Mar26,Apr26,May26,Jun26,Jul26,Aug26",,0,0.0,Legitimate succession - closed predecessor plus live replacement
8001016501,NMI,2,1,80003702_8001016501 | 80013750_8001016501,Asphalt Prod - Albany (601) | Asphalt Prod - Albany (601),Alinta | Alinta,Electricity Large Market | Electricity Large Market,30 Sep 2019 | open,"none | Mar26,Apr26,May26,Jun26,Jul26,Aug26",,0,0.0,Legitimate succession - closed predecessor plus live replacement
8001017512,NMI,4,0,80006063_8001017512 | 600750_8001017512 | 80013756_8001017512 | 80014924_8001017512,_CLOSED_Laundry - Murdoch (WA) | _CLOSED_Laundry - Murdoch (WA) | _CLOSED_Laundry - Murdoch (WA) | _CLOSED_Laundry - Murdoch (WA),Alinta | Perth Energy | Alinta | Alinta,Electricity Large Market | Electricity Simple | Electricity Small Market | Electricity Small Market,31 Jan 2020 | 01 Oct 2013 | 31 Jul 2020 | 30 Jun 2021,none | none | none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
8001356541,NMI,2,1,80005435_8001356541 | 80013754_8001356541,Asphalt Prod - Geraldton (602) | Asphalt Prod - Geraldton (602),Alinta | Alinta,Electricity Large Market | Electricity Large Market,11 Feb 2020 | open,"none | Mar26,Apr26,May26,Jun26,Jul26,Aug26",,0,0.0,Legitimate succession - closed predecessor plus live replacement
8001598562,NMI,2,0,252027560_8001598562 | 369854310_8001598562,_closed_Prime Laundry - Belmont (WA) | _closed_Prime Laundry - Belmont (WA),Synergy | Synergy,Electricity Small Market | Electricity Small Market,05 Oct 2020 | 10 Feb 2022,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
8002054565,NMI,2,0,80005999_8002054565 | 80013746_8002054565,Canning Vale | Canning Vale,Alinta | Alinta,Electricity Large Market | Electricity Large Market,30 Sep 2019 | 10 Sep 2024,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
8002193716,NMI,2,1,80010451_8002193716 | 80013755_8002193716,Asphalt Prod - Hope Valley (628) | Asphalt Prod - Hope Valley (628),Alinta | Alinta,Electricity Large Market | Electricity Large Market,30 Sep 2019 | open,"none | Mar26,Apr26,May26,Jun26,Jul26,Aug26",,0,0.0,Legitimate succession - closed predecessor plus live replacement
ENVC014142,NMI,2,1,300048543106_ENVC014142 | A-DD5BD06E_ENVC014142,Skilltech - Barwon Water | Skilltech - Barwon Water,Origin | Origin,Electricity Small Market | Electricity Small Market,20 Feb 2023 | open,"none | Mar26,Apr26,May26,Jun26,Jul26,Aug26",,0,0.0,Legitimate succession - closed predecessor plus live replacement
NCCC001424,NMI,2,0,385278_NCCC001424 | 50002617977_NCCC001424,_CLOSED_Laundry - Rosebery (NSW) | _CLOSED_Laundry - Rosebery (NSW),EnergyAustralia | Origin,Electricity Large Market | Electricity Small Market,30 Jun 2020 | 30 Jun 2021,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
NCCC004003,NMI,2,0,385310_NCCC004003 | 50002617963_NCCC004003,_CLOSED_Silverwater | _CLOSED_Silverwater,EnergyAustralia | Origin,Electricity Large Market | Electricity Large Market,30 Jun 2020 | 30 Jun 2021,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
NCCC005632,NMI,2,0,385312_NCCC005632 | 50002617967_NCCC005632,_CLOSED_Gladesville | _CLOSED_Gladesville,EnergyAustralia | Origin,Electricity Large Market | Electricity Large Market,20 Jun 2022 | 20 Jun 2022,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
NCCC005752,NMI,2,0,385313_NCCC005752 | 50002617976_NCCC005752,_CLOSED_DBS_Mt Thorley | _CLOSED_DBS_Mt Thorley,EnergyAustralia | Origin,Electricity Large Market | Electricity Small Market,30 Jun 2020 | 30 Jun 2021,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
NEEE000513,NMI,2,0,385307_NEEE000513 | 50002617994_NEEE000513,_CLOSED_Asphalt Prod - Rosehill (OLD) | _CLOSED_Asphalt Prod - Rosehill (OLD),EnergyAustralia | Origin,Electricity Large Market | Electricity Large Market,30 Jun 2020 | 30 Jun 2022,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
QB02298881,NMI,2,0,DOWN001_QB02298881 | 50002618007_QB02298881,_CLOSED_Strathpine | _CLOSED_Strathpine,InterGen | Origin,Electricity Small Market | Electricity Small Market,30 Jun 2020 | 30 Jun 2021,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
QB06081428,NMI,5,1,50002618001_QB06081428 | 1003080_QB06081428 | 5000021_QB06081428 | 900018198_QB06081428 | DOWN001_QB06081428,MT-Carrara | MT-Carrara | MT-Carrara | MT-Carrara | MT-Carrara,Origin | CSEnergy | CSEnergy | EngieAU | InterGen,Electricity Large Market | Electricity Small Market | Electricity Small Market | Electricity Small Market | Electricity Small Market,30 Jun 2023 | 30 Jun 2026 | 31 Mar 2026 | open | 30 Jun 2020,"none | Apr26,May26,Jun26 | Mar26 | Jul26,Aug26 | none",,0,0.0,Legitimate succession - closed predecessor plus live replacement
