Page,Section,SubSection,EmissionsFactorLabel,Unit,UUID,Type,Assumptions,GHG,EmissionFactor,Uncertainties
Travel,Light Passenger Vehicle,2010-2015 Fleet,"Motorcycle: <60cc, electricity",km,010a2eb9-b775-4795-8956-cb250ea34a0b,"Motorcycle: <60cc, electricity",Unknown,GHG_TOTAL_KGCO2_e,0.00387074,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,"Motorcycle: <60cc, petrol",km,fbf55efc-7f1e-400b-a12f-79f7e35b64d1:2,"Motorcycle: <60cc, petrol",Unknown,GHG_CH4_KGCO2_e,0.000741218,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,"Motorcycle: <60cc, petrol",km,fbf55efc-7f1e-400b-a12f-79f7e35b64d1:2,"Motorcycle: <60cc, petrol",Unknown,GHG_CO2_KGCO2_e,0.0554934,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,"Motorcycle: <60cc, petrol",km,fbf55efc-7f1e-400b-a12f-79f7e35b64d1:2,"Motorcycle: <60cc, petrol",Unknown,GHG_N2O_KGCO2_e,0.00170063,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,"Motorcycle: <60cc, petrol",km,fbf55efc-7f1e-400b-a12f-79f7e35b64d1:2,"Motorcycle: <60cc, petrol",Unknown,GHG_TOTAL_KGCO2_e,0.0579353,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,"Motorcycle: ≥ 60cc, electricity",km,4b786e81-2ec9-448d-9d53-f777962f8dcd,"Motorcycle: >=60cc, electricity",Unknown,GHG_CH4_KGCO2_e,0.000236901,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,"Motorcycle: ≥ 60cc, electricity",km,4b786e81-2ec9-448d-9d53-f777962f8dcd,"Motorcycle: >=60cc, electricity",Unknown,GHG_CO2_KGCO2_e,0.00749249,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,"Motorcycle: ≥ 60cc, electricity",km,4b786e81-2ec9-448d-9d53-f777962f8dcd,"Motorcycle: >=60cc, electricity",Unknown,GHG_N2O_KGCO2_e,0.0000120847,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,"Motorcycle: ≥ 60cc, electricity",km,4b786e81-2ec9-448d-9d53-f777962f8dcd,"Motorcycle: >=60cc, electricity",Unknown,GHG_TOTAL_KGCO2_e,0.00774148,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,"Motorcycle: ≥ 60cc, petrol",km,ae33aca5-68d0-471e-89ae-5552dc7f0b33:2,"Motorcycle: >=60cc, petrol",Unknown,GHG_CH4_KGCO2_e,0.00148244,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,"Motorcycle: ≥ 60cc, petrol",km,ae33aca5-68d0-471e-89ae-5552dc7f0b33:2,"Motorcycle: >=60cc, petrol",Unknown,GHG_CO2_KGCO2_e,0.110987,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,"Motorcycle: ≥ 60cc, petrol",km,ae33aca5-68d0-471e-89ae-5552dc7f0b33:2,"Motorcycle: >=60cc, petrol",Unknown,GHG_N2O_KGCO2_e,0.00340126,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,"Motorcycle: ≥ 60cc, petrol",km,ae33aca5-68d0-471e-89ae-5552dc7f0b33:2,"Motorcycle: >=60cc, petrol",Unknown,GHG_TOTAL_KGCO2_e,0.115871,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Diesel consumption: 1350 - <1600 cc,km,2bf3649d-d653-46c9-bfc8-13347e7cb340,PHEV (Diesel) - Diesel consumption: 1350 - <1600 cc,Unknown,GHG_CH4_KGCO2_e,0.000123994,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Diesel consumption: 1350 - <1600 cc,km,2bf3649d-d653-46c9-bfc8-13347e7cb340,PHEV (Diesel) - Diesel consumption: 1350 - <1600 cc,Unknown,GHG_CO2_KGCO2_e,0.0825922,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Diesel consumption: 1350 - <1600 cc,km,2bf3649d-d653-46c9-bfc8-13347e7cb340,PHEV (Diesel) - Diesel consumption: 1350 - <1600 cc,Unknown,GHG_N2O_KGCO2_e,0.00117352,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Diesel consumption: 1350 - <1600 cc,km,2bf3649d-d653-46c9-bfc8-13347e7cb340,PHEV (Diesel) - Diesel consumption: 1350 - <1600 cc,Unknown,GHG_TOTAL_KGCO2_e,0.0838897,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Diesel consumption: 1600 - <2000 cc,km,4cf20c73-3089-48db-bf0a-521197c6ad7b,PHEV (Diesel) - Diesel consumption: 1600 - <2000 cc,Unknown,GHG_CH4_KGCO2_e,0.000131419,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Diesel consumption: 1600 - <2000 cc,km,4cf20c73-3089-48db-bf0a-521197c6ad7b,PHEV (Diesel) - Diesel consumption: 1600 - <2000 cc,Unknown,GHG_CO2_KGCO2_e,0.0875381,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Diesel consumption: 1600 - <2000 cc,km,4cf20c73-3089-48db-bf0a-521197c6ad7b,PHEV (Diesel) - Diesel consumption: 1600 - <2000 cc,Unknown,GHG_N2O_KGCO2_e,0.00124379,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Diesel consumption: 1600 - <2000 cc,km,4cf20c73-3089-48db-bf0a-521197c6ad7b,PHEV (Diesel) - Diesel consumption: 1600 - <2000 cc,Unknown,GHG_TOTAL_KGCO2_e,0.0889133,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Diesel consumption: 2000 - <3000 cc,km,7bb34659-7bf7-44a6-9079-244fd97e3d75,PHEV (Diesel) - Diesel consumption: 2000 - <3000 cc,Unknown,GHG_CH4_KGCO2_e,0.000161564,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Diesel consumption: 2000 - <3000 cc,km,7bb34659-7bf7-44a6-9079-244fd97e3d75,PHEV (Diesel) - Diesel consumption: 2000 - <3000 cc,Unknown,GHG_CO2_KGCO2_e,0.107617,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Diesel consumption: 2000 - <3000 cc,km,7bb34659-7bf7-44a6-9079-244fd97e3d75,PHEV (Diesel) - Diesel consumption: 2000 - <3000 cc,Unknown,GHG_N2O_KGCO2_e,0.00152909,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Diesel consumption: 2000 - <3000 cc,km,7bb34659-7bf7-44a6-9079-244fd97e3d75,PHEV (Diesel) - Diesel consumption: 2000 - <3000 cc,Unknown,GHG_TOTAL_KGCO2_e,0.109308,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Diesel consumption: <1350 cc,km,370f9c6a-db5c-4fc6-9db4-a2a0f3c09067,PHEV (Diesel) - Diesel consumption: <1350 cc,Unknown,GHG_CH4_KGCO2_e,0.00012885,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Diesel consumption: <1350 cc,km,370f9c6a-db5c-4fc6-9db4-a2a0f3c09067,PHEV (Diesel) - Diesel consumption: <1350 cc,Unknown,GHG_CO2_KGCO2_e,0.0858267,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Diesel consumption: <1350 cc,km,370f9c6a-db5c-4fc6-9db4-a2a0f3c09067,PHEV (Diesel) - Diesel consumption: <1350 cc,Unknown,GHG_N2O_KGCO2_e,0.00121947,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Diesel consumption: <1350 cc,km,370f9c6a-db5c-4fc6-9db4-a2a0f3c09067,PHEV (Diesel) - Diesel consumption: <1350 cc,Unknown,GHG_TOTAL_KGCO2_e,0.087175,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Diesel consumption: ≥3000 cc,km,785e250c-ec89-4f3e-b316-263d585ce6a5,PHEV (Diesel) - Diesel consumption: >=3000 cc,Unknown,GHG_CH4_KGCO2_e,0.000179218,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Diesel consumption: ≥3000 cc,km,785e250c-ec89-4f3e-b316-263d585ce6a5,PHEV (Diesel) - Diesel consumption: >=3000 cc,Unknown,GHG_CO2_KGCO2_e,0.119376,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Diesel consumption: ≥3000 cc,km,785e250c-ec89-4f3e-b316-263d585ce6a5,PHEV (Diesel) - Diesel consumption: >=3000 cc,Unknown,GHG_N2O_KGCO2_e,0.00169617,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Diesel consumption: ≥3000 cc,km,785e250c-ec89-4f3e-b316-263d585ce6a5,PHEV (Diesel) - Diesel consumption: >=3000 cc,Unknown,GHG_TOTAL_KGCO2_e,0.121252,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Electricity consumption: 1350 - <1600 cc,km,113ca09f-3781-405f-b349-7e463e53b8ac,PHEV (Diesel) - Electricity consumption: 1350 - <1600 cc,Unknown,GHG_CH4_KGCO2_e,0.000240273,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Electricity consumption: 1350 - <1600 cc,km,113ca09f-3781-405f-b349-7e463e53b8ac,PHEV (Diesel) - Electricity consumption: 1350 - <1600 cc,Unknown,GHG_CO2_KGCO2_e,0.00759914,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Electricity consumption: 1350 - <1600 cc,km,113ca09f-3781-405f-b349-7e463e53b8ac,PHEV (Diesel) - Electricity consumption: 1350 - <1600 cc,Unknown,GHG_N2O_KGCO2_e,0.0000122567,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Electricity consumption: 1350 - <1600 cc,km,113ca09f-3781-405f-b349-7e463e53b8ac,PHEV (Diesel) - Electricity consumption: 1350 - <1600 cc,Unknown,GHG_TOTAL_KGCO2_e,0.00785167,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Electricity consumption: 1600 - <2000 cc,km,5e998f19-3cad-40aa-96fd-96ea9f7c09b8,PHEV (Diesel) - Electricity consumption: 1600 - <2000 cc,Unknown,GHG_CH4_KGCO2_e,0.000263265,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Electricity consumption: 1600 - <2000 cc,km,5e998f19-3cad-40aa-96fd-96ea9f7c09b8,PHEV (Diesel) - Electricity consumption: 1600 - <2000 cc,Unknown,GHG_CO2_KGCO2_e,0.00832631,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Electricity consumption: 1600 - <2000 cc,km,5e998f19-3cad-40aa-96fd-96ea9f7c09b8,PHEV (Diesel) - Electricity consumption: 1600 - <2000 cc,Unknown,GHG_N2O_KGCO2_e,0.0000134296,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Electricity consumption: 1600 - <2000 cc,km,5e998f19-3cad-40aa-96fd-96ea9f7c09b8,PHEV (Diesel) - Electricity consumption: 1600 - <2000 cc,Unknown,GHG_TOTAL_KGCO2_e,0.008603,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Electricity consumption: 2000 - <3000 cc,km,2e676d81-890c-4350-b4aa-3860150b964a,PHEV (Diesel) - Electricity consumption: 2000 - <3000 cc,Unknown,GHG_CH4_KGCO2_e,0.000297978,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Electricity consumption: 2000 - <3000 cc,km,2e676d81-890c-4350-b4aa-3860150b964a,PHEV (Diesel) - Electricity consumption: 2000 - <3000 cc,Unknown,GHG_CO2_KGCO2_e,0.00942417,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Electricity consumption: 2000 - <3000 cc,km,2e676d81-890c-4350-b4aa-3860150b964a,PHEV (Diesel) - Electricity consumption: 2000 - <3000 cc,Unknown,GHG_N2O_KGCO2_e,0.0000152003,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Electricity consumption: 2000 - <3000 cc,km,2e676d81-890c-4350-b4aa-3860150b964a,PHEV (Diesel) - Electricity consumption: 2000 - <3000 cc,Unknown,GHG_TOTAL_KGCO2_e,0.00973735,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Electricity consumption: <1350 cc,km,ed15bc40-116e-4d4c-bd47-47faabab907c,PHEV (Diesel) - Electricity consumption: <1350 cc,Unknown,GHG_CH4_KGCO2_e,0.000250163,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Electricity consumption: <1350 cc,km,ed15bc40-116e-4d4c-bd47-47faabab907c,PHEV (Diesel) - Electricity consumption: <1350 cc,Unknown,GHG_CO2_KGCO2_e,0.00791193,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Electricity consumption: <1350 cc,km,ed15bc40-116e-4d4c-bd47-47faabab907c,PHEV (Diesel) - Electricity consumption: <1350 cc,Unknown,GHG_N2O_KGCO2_e,0.0000127612,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Electricity consumption: <1350 cc,km,ed15bc40-116e-4d4c-bd47-47faabab907c,PHEV (Diesel) - Electricity consumption: <1350 cc,Unknown,GHG_TOTAL_KGCO2_e,0.00817485,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Electricity consumption: ≥3000 cc,km,f20ef63f-4ac4-4362-aa01-fe7008686ed2,PHEV (Diesel) - Electricity consumption: >=3000 cc,Unknown,GHG_CH4_KGCO2_e,0.00035243,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Electricity consumption: ≥3000 cc,km,f20ef63f-4ac4-4362-aa01-fe7008686ed2,PHEV (Diesel) - Electricity consumption: >=3000 cc,Unknown,GHG_CO2_KGCO2_e,0.0111463,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Electricity consumption: ≥3000 cc,km,f20ef63f-4ac4-4362-aa01-fe7008686ed2,PHEV (Diesel) - Electricity consumption: >=3000 cc,Unknown,GHG_N2O_KGCO2_e,0.000017978,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Diesel) - Electricity consumption: ≥3000 cc,km,f20ef63f-4ac4-4362-aa01-fe7008686ed2,PHEV (Diesel) - Electricity consumption: >=3000 cc,Unknown,GHG_TOTAL_KGCO2_e,0.0115167,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Electricity consumption: 1350 - <1600 cc,km,e24c3fef-79d4-4800-b50c-ef19cb99101f,PHEV (Petrol) - Electricity consumption: 1350 - <1600 cc,Unknown,GHG_CH4_KGCO2_e,0.000237378,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Electricity consumption: 1350 - <1600 cc,km,e24c3fef-79d4-4800-b50c-ef19cb99101f,PHEV (Petrol) - Electricity consumption: 1350 - <1600 cc,Unknown,GHG_CO2_KGCO2_e,0.00750759,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Electricity consumption: 1350 - <1600 cc,km,e24c3fef-79d4-4800-b50c-ef19cb99101f,PHEV (Petrol) - Electricity consumption: 1350 - <1600 cc,Unknown,GHG_N2O_KGCO2_e,0.0000121091,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Electricity consumption: 1350 - <1600 cc,km,e24c3fef-79d4-4800-b50c-ef19cb99101f,PHEV (Petrol) - Electricity consumption: 1350 - <1600 cc,Unknown,GHG_TOTAL_KGCO2_e,0.00775708,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Electricity consumption: 1600 - <2000 cc,km,2c075f6a-f0b8-4f0a-ace7-e0c9aa9d5d8c,PHEV (Petrol) - Electricity consumption: 1600 - <2000 cc,Unknown,GHG_CH4_KGCO2_e,0.000267282,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Electricity consumption: 1600 - <2000 cc,km,2c075f6a-f0b8-4f0a-ace7-e0c9aa9d5d8c,PHEV (Petrol) - Electricity consumption: 1600 - <2000 cc,Unknown,GHG_CO2_KGCO2_e,0.00845335,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Electricity consumption: 1600 - <2000 cc,km,2c075f6a-f0b8-4f0a-ace7-e0c9aa9d5d8c,PHEV (Petrol) - Electricity consumption: 1600 - <2000 cc,Unknown,GHG_N2O_KGCO2_e,0.0000136345,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Electricity consumption: 1600 - <2000 cc,km,2c075f6a-f0b8-4f0a-ace7-e0c9aa9d5d8c,PHEV (Petrol) - Electricity consumption: 1600 - <2000 cc,Unknown,GHG_TOTAL_KGCO2_e,0.00873427,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Electricity consumption: 2000 - <3000 cc,km,a76cab77-9213-4460-8a18-bd6dba1536e3,PHEV (Petrol) - Electricity consumption: 2000 - <3000 cc,Unknown,GHG_CH4_KGCO2_e,0.000296877,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Electricity consumption: 2000 - <3000 cc,km,a76cab77-9213-4460-8a18-bd6dba1536e3,PHEV (Petrol) - Electricity consumption: 2000 - <3000 cc,Unknown,GHG_CO2_KGCO2_e,0.00938936,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Electricity consumption: 2000 - <3000 cc,km,a76cab77-9213-4460-8a18-bd6dba1536e3,PHEV (Petrol) - Electricity consumption: 2000 - <3000 cc,Unknown,GHG_N2O_KGCO2_e,0.0000151442,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Electricity consumption: 2000 - <3000 cc,km,a76cab77-9213-4460-8a18-bd6dba1536e3,PHEV (Petrol) - Electricity consumption: 2000 - <3000 cc,Unknown,GHG_TOTAL_KGCO2_e,0.00970138,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Electricity consumption: <1350 cc,km,09f484f0-c937-474a-9c3c-fcab26051f2e,PHEV (Petrol) - Electricity consumption: <1350 cc,Unknown,GHG_CH4_KGCO2_e,0.000229363,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Electricity consumption: <1350 cc,km,09f484f0-c937-474a-9c3c-fcab26051f2e,PHEV (Petrol) - Electricity consumption: <1350 cc,Unknown,GHG_CO2_KGCO2_e,0.00725409,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Electricity consumption: <1350 cc,km,09f484f0-c937-474a-9c3c-fcab26051f2e,PHEV (Petrol) - Electricity consumption: <1350 cc,Unknown,GHG_N2O_KGCO2_e,0.0000117002,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Electricity consumption: <1350 cc,km,09f484f0-c937-474a-9c3c-fcab26051f2e,PHEV (Petrol) - Electricity consumption: <1350 cc,Unknown,GHG_TOTAL_KGCO2_e,0.00749515,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Electricity consumption: ≥3000 cc,km,65dd5d2a-9323-4e94-88b1-a89ace146a73,PHEV (Petrol) - Electricity consumption: >=3000 cc,Unknown,GHG_CH4_KGCO2_e,0.000355143,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Electricity consumption: ≥3000 cc,km,65dd5d2a-9323-4e94-88b1-a89ace146a73,PHEV (Petrol) - Electricity consumption: >=3000 cc,Unknown,GHG_CO2_KGCO2_e,0.0112321,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Electricity consumption: ≥3000 cc,km,65dd5d2a-9323-4e94-88b1-a89ace146a73,PHEV (Petrol) - Electricity consumption: >=3000 cc,Unknown,GHG_N2O_KGCO2_e,0.0000181164,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Electricity consumption: ≥3000 cc,km,65dd5d2a-9323-4e94-88b1-a89ace146a73,PHEV (Petrol) - Electricity consumption: >=3000 cc,Unknown,GHG_TOTAL_KGCO2_e,0.0116054,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Petrol consumption: 1350 - <1600 cc,km,e216e46d-5985-4230-9270-d2deef5761d0,PHEV (Petrol) - Petrol consumption: 1350 - <1600 cc,Unknown,GHG_CH4_KGCO2_e,0.000902783,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Petrol consumption: 1350 - <1600 cc,km,e216e46d-5985-4230-9270-d2deef5761d0,PHEV (Petrol) - Petrol consumption: 1350 - <1600 cc,Unknown,GHG_CO2_KGCO2_e,0.0675895,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Petrol consumption: 1350 - <1600 cc,km,e216e46d-5985-4230-9270-d2deef5761d0,PHEV (Petrol) - Petrol consumption: 1350 - <1600 cc,Unknown,GHG_N2O_KGCO2_e,0.00207132,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Petrol consumption: 1350 - <1600 cc,km,e216e46d-5985-4230-9270-d2deef5761d0,PHEV (Petrol) - Petrol consumption: 1350 - <1600 cc,Unknown,GHG_TOTAL_KGCO2_e,0.0705636,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Petrol consumption: 1600 - <2000 cc,km,6fb61601-bf8c-414f-9119-f63e01205005,PHEV (Petrol) - Petrol consumption: 1600 - <2000 cc,Unknown,GHG_CH4_KGCO2_e,0.00101651,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Petrol consumption: 1600 - <2000 cc,km,6fb61601-bf8c-414f-9119-f63e01205005,PHEV (Petrol) - Petrol consumption: 1600 - <2000 cc,Unknown,GHG_CO2_KGCO2_e,0.076104,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Petrol consumption: 1600 - <2000 cc,km,6fb61601-bf8c-414f-9119-f63e01205005,PHEV (Petrol) - Petrol consumption: 1600 - <2000 cc,Unknown,GHG_N2O_KGCO2_e,0.00233225,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Petrol consumption: 1600 - <2000 cc,km,6fb61601-bf8c-414f-9119-f63e01205005,PHEV (Petrol) - Petrol consumption: 1600 - <2000 cc,Unknown,GHG_TOTAL_KGCO2_e,0.0794527,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Petrol consumption: 2000 - <3000 cc,km,d14dca11-48a4-4904-a887-932c19803100,PHEV (Petrol) - Petrol consumption: 2000 - <3000 cc,Unknown,GHG_CH4_KGCO2_e,0.00112906,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Petrol consumption: 2000 - <3000 cc,km,d14dca11-48a4-4904-a887-932c19803100,PHEV (Petrol) - Petrol consumption: 2000 - <3000 cc,Unknown,GHG_CO2_KGCO2_e,0.0845307,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Petrol consumption: 2000 - <3000 cc,km,d14dca11-48a4-4904-a887-932c19803100,PHEV (Petrol) - Petrol consumption: 2000 - <3000 cc,Unknown,GHG_N2O_KGCO2_e,0.00259049,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Petrol consumption: 2000 - <3000 cc,km,d14dca11-48a4-4904-a887-932c19803100,PHEV (Petrol) - Petrol consumption: 2000 - <3000 cc,Unknown,GHG_TOTAL_KGCO2_e,0.0882503,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Petrol consumption: <1350 cc,km,8b0bdbb4-58d5-4cdf-bc16-1758a447cba3,PHEV (Petrol) - Petrol consumption: <1350 cc,Unknown,GHG_CH4_KGCO2_e,0.000872299,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Petrol consumption: <1350 cc,km,8b0bdbb4-58d5-4cdf-bc16-1758a447cba3,PHEV (Petrol) - Petrol consumption: <1350 cc,Unknown,GHG_CO2_KGCO2_e,0.0653072,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Petrol consumption: <1350 cc,km,8b0bdbb4-58d5-4cdf-bc16-1758a447cba3,PHEV (Petrol) - Petrol consumption: <1350 cc,Unknown,GHG_N2O_KGCO2_e,0.00200138,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Petrol consumption: <1350 cc,km,8b0bdbb4-58d5-4cdf-bc16-1758a447cba3,PHEV (Petrol) - Petrol consumption: <1350 cc,Unknown,GHG_TOTAL_KGCO2_e,0.0681809,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Petrol consumption: ≥3000 cc,km,1ae8cd94-af27-4910-8ce9-33f0cff9c97c,PHEV (Petrol) - Petrol consumption: >=3000 cc,Unknown,GHG_CH4_KGCO2_e,0.00135066,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Petrol consumption: ≥3000 cc,km,1ae8cd94-af27-4910-8ce9-33f0cff9c97c,PHEV (Petrol) - Petrol consumption: >=3000 cc,Unknown,GHG_CO2_KGCO2_e,0.101121,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Petrol consumption: ≥3000 cc,km,1ae8cd94-af27-4910-8ce9-33f0cff9c97c,PHEV (Petrol) - Petrol consumption: >=3000 cc,Unknown,GHG_N2O_KGCO2_e,0.00309891,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,PHEV (Petrol) - Petrol consumption: ≥3000 cc,km,1ae8cd94-af27-4910-8ce9-33f0cff9c97c,PHEV (Petrol) - Petrol consumption: >=3000 cc,Unknown,GHG_TOTAL_KGCO2_e,0.10557,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol hybrid vehicle: 1350 - <1600 cc,km,d84d245d-2bfd-4bf5-960e-f6b96286aecb:2,Petrol hybrid vehicle: 1350 - <1600 cc,Unknown,GHG_CH4_KGCO2_e,0.00172506,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol hybrid vehicle: 1350 - <1600 cc,km,d84d245d-2bfd-4bf5-960e-f6b96286aecb:2,Petrol hybrid vehicle: 1350 - <1600 cc,Unknown,GHG_CO2_KGCO2_e,0.129152,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol hybrid vehicle: 1350 - <1600 cc,km,d84d245d-2bfd-4bf5-960e-f6b96286aecb:2,Petrol hybrid vehicle: 1350 - <1600 cc,Unknown,GHG_N2O_KGCO2_e,0.00395794,Unknown
